epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,839.502,0.67904,0.68164,1.03225,0.73782,0.74803,0.78014,0.59581,0.86701,0.95503,1.25839,0.000483043,0.000483043,0.000483043
73,851.082,0.68058,0.63088,1.05349,0.77235,0.7562,0.78918,0.60787,0.86384,0.92456,1.2675,0.000477043,0.000477043,0.000477043
74,862.662,0.70092,0.67182,1.07265,0.82982,0.72642,0.78956,0.61571,0.80485,0.88555,1.22274,0.000471044,0.000471044,0.000471044
75,874.259,0.67783,0.64316,1.06224,0.70492,0.77885,0.79426,0.61788,0.81983,0.87892,1.20639,0.000465044,0.000465044,0.000465044
76,885.847,0.65695,0.62669,1.0349,0.84884,0.68479,0.80662,0.6395,0.7866,0.84121,1.18324,0.000459045,0.000459045,0.000459045
77,897.535,0.64068,0.61023,1.02443,0.79673,0.77011,0.81784,0.63574,0.8193,0.81138,1.22,0.000453046,0.000453046,0.000453046
78,909.106,0.64086,0.63548,1.02559,0.79474,0.72795,0.81322,0.63099,0.82269,0.88395,1.20882,0.000447046,0.000447046,0.000447046
79,920.698,0.64964,0.61095,1.03733,0.76293,0.79188,0.81073,0.62772,0.84869,0.84723,1.22763,0.000441047,0.000441047,0.000441047
80,932.269,0.62711,0.6485,1.03091,0.73594,0.72928,0.75857,0.58135,0.88159,0.93794,1.26578,0.000435047,0.000435047,0.000435047
81,943.838,0.64461,0.62273,1.03124,0.78632,0.78544,0.8091,0.63476,0.83035,0.82964,1.21429,0.000429048,0.000429048,0.000429048
82,955.42,0.60679,0.5721,0.99743,0.80686,0.76794,0.80899,0.63812,0.79793,0.84426,1.19849,0.000423049,0.000423049,0.000423049
83,967.013,0.64185,0.57579,1.02741,0.86065,0.73707,0.8086,0.64908,0.76984,0.84817,1.17411,0.000417049,0.000417049,0.000417049
84,978.707,0.62811,0.58568,1.0265,0.79069,0.72774,0.80311,0.63474,0.7936,0.88979,1.18973,0.00041105,0.00041105,0.00041105
85,990.285,0.63919,0.60417,1.01087,0.80666,0.75723,0.80854,0.6466,0.76441,0.82631,1.17538,0.00040505,0.00040505,0.00040505
86,1001.87,0.63143,0.57848,1.02123,0.83281,0.72663,0.81071,0.64779,0.74559,0.81897,1.16797,0.000399051,0.000399051,0.000399051
87,1013.47,0.5906,0.59921,1.01042,0.85392,0.75861,0.81342,0.63991,0.78229,0.79017,1.17851,0.000393052,0.000393052,0.000393052
88,1025.05,0.6063,0.59948,1.02959,0.80211,0.75429,0.81488,0.64418,0.77864,0.84836,1.18418,0.000387052,0.000387052,0.000387052
89,1036.63,0.60124,0.56049,1.00303,0.80341,0.75884,0.82104,0.65521,0.76491,0.81682,1.16819,0.000381053,0.000381053,0.000381053
90,1048.32,0.56893,0.52562,0.97859,0.80732,0.78995,0.82924,0.65795,0.75575,0.77721,1.16745,0.000375053,0.000375053,0.000375053
91,1060.03,0.57056,0.55429,0.98576,0.8366,0.74638,0.82419,0.64117,0.806,0.77357,1.21299,0.000369054,0.000369054,0.000369054
92,1071.61,0.58633,0.54671,0.99928,0.78686,0.78149,0.8254,0.65085,0.7765,0.81445,1.1859,0.000363055,0.000363055,0.000363055
93,1083.18,0.58461,0.51113,0.99472,0.78947,0.8062,0.82541,0.65881,0.75875,0.79132,1.17187,0.000357055,0.000357055,0.000357055
94,1094.87,0.59718,0.57628,1.0181,0.81084,0.76485,0.82596,0.63692,0.82798,0.8426,1.21351,0.000351056,0.000351056,0.000351056
95,1106.47,0.58048,0.54608,0.9941,0.87694,0.73826,0.814,0.63836,0.79127,0.88704,1.18883,0.000345056,0.000345056,0.000345056
96,1118.03,0.59041,0.55524,1.01025,0.80924,0.78069,0.81985,0.64036,0.79263,0.79685,1.18404,0.000339057,0.000339057,0.000339057
97,1129.61,0.56689,0.53038,0.99419,0.8476,0.78113,0.84887,0.66554,0.77445,0.76605,1.16855,0.000333058,0.000333058,0.000333058
98,1141.31,0.56347,0.55259,0.9855,0.84768,0.77251,0.84586,0.67762,0.73106,0.73098,1.14427,0.000327058,0.000327058,0.000327058
99,1153.01,0.56587,0.52014,0.98531,0.82052,0.77215,0.83717,0.66304,0.7594,0.80556,1.16155,0.000321059,0.000321059,0.000321059
100,1164.58,0.58168,0.5209,0.99739,0.79431,0.832,0.83821,0.66602,0.75573,0.68162,1.15795,0.000315059,0.000315059,0.000315059
101,1176.15,0.57444,0.497,0.99448,0.78441,0.8083,0.82895,0.65036,0.77971,0.76398,1.1762,0.00030906,0.00030906,0.00030906
102,1187.71,0.57723,0.50558,0.99156,0.82873,0.78015,0.83231,0.66226,0.77857,0.8308,1.17221,0.000303061,0.000303061,0.000303061
103,1199.31,0.54441,0.48764,0.971,0.85923,0.74085,0.82752,0.66401,0.75999,0.79791,1.15965,0.000297061,0.000297061,0.000297061
104,1210.87,0.55742,0.50812,0.97933,0.82945,0.77604,0.82993,0.66426,0.77094,0.83438,1.17442,0.000291062,0.000291062,0.000291062
105,1222.45,0.54639,0.47565,0.97261,0.85715,0.7657,0.81759,0.65089,0.75545,0.80817,1.16687,0.000285062,0.000285062,0.000285062
106,1234.01,0.53683,0.47932,0.97141,0.86359,0.7821,0.84655,0.68317,0.75096,0.77313,1.16585,0.000279063,0.000279063,0.000279063
107,1245.71,0.54676,0.48596,0.98648,0.84147,0.78889,0.8378,0.66145,0.78174,0.73063,1.18774,0.000273064,0.000273064,0.000273064
108,1257.28,0.54914,0.48857,0.97175,0.84053,0.7801,0.83774,0.66712,0.77781,0.71848,1.18457,0.000267064,0.000267064,0.000267064
109,1268.85,0.55824,0.49788,0.97722,0.82985,0.78342,0.84067,0.67408,0.7427,0.71448,1.16695,0.000261065,0.000261065,0.000261065
110,1280.41,0.52898,0.46512,0.96394,0.859,0.78106,0.84056,0.66858,0.75245,0.74741,1.16741,0.000255065,0.000255065,0.000255065
111,1292,0.53026,0.45604,0.96504,0.79623,0.82064,0.86024,0.67046,0.77547,0.69316,1.18657,0.000249066,0.000249066,0.000249066
112,1303.58,0.54556,0.4865,0.97924,0.8631,0.77484,0.86186,0.66595,0.79436,0.74716,1.19949,0.000243067,0.000243067,0.000243067
113,1315.14,0.54827,0.46891,0.97693,0.81629,0.81016,0.85818,0.68772,0.73691,0.71667,1.15805,0.000237067,0.000237067,0.000237067
114,1326.82,0.50168,0.4191,0.94597,0.80494,0.8206,0.85473,0.6781,0.74238,0.69912,1.16133,0.000231068,0.000231068,0.000231068
115,1338.42,0.51002,0.4266,0.95629,0.84711,0.78735,0.84457,0.67988,0.74458,0.72198,1.16705,0.000225068,0.000225068,0.000225068
116,1349.97,0.51394,0.46287,0.96414,0.8498,0.78649,0.83851,0.67799,0.73237,0.73421,1.16008,0.000219069,0.000219069,0.000219069
117,1361.53,0.52109,0.46116,0.96447,0.84275,0.78173,0.84716,0.67244,0.77517,0.77239,1.18077,0.00021307,0.00021307,0.00021307
118,1373.1,0.49884,0.43058,0.96483,0.83252,0.79069,0.84996,0.67792,0.74281,0.72997,1.16,0.00020707,0.00020707,0.00020707
119,1384.68,0.50503,0.42554,0.953,0.78733,0.83019,0.85771,0.67711,0.74903,0.68715,1.15886,0.000201071,0.000201071,0.000201071
120,1396.24,0.4899,0.43535,0.94254,0.80594,0.8097,0.85182,0.67659,0.74846,0.69108,1.168,0.000195071,0.000195071,0.000195071
121,1407.8,0.4914,0.41138,0.94656,0.8659,0.77805,0.84736,0.68766,0.72024,0.6854,1.1474,0.000189072,0.000189072,0.000189072
122,1419.37,0.48976,0.42497,0.95459,0.85304,0.78559,0.84939,0.68276,0.72673,0.69204,1.15365,0.000183073,0.000183073,0.000183073
123,1430.96,0.49549,0.41432,0.94872,0.89469,0.77943,0.85046,0.68267,0.74939,0.70106,1.17421,0.000177073,0.000177073,0.000177073
124,1442.52,0.46602,0.39194,0.93833,0.86866,0.7855,0.85064,0.68887,0.71961,0.70688,1.14004,0.000171074,0.000171074,0.000171074
125,1454.21,0.46733,0.38687,0.93842,0.85801,0.7947,0.85609,0.69088,0.74973,0.70582,1.16646,0.000165074,0.000165074,0.000165074
126,1465.89,0.45145,0.38843,0.92617,0.84139,0.81475,0.85744,0.69076,0.71759,0.6701,1.1394,0.000159075,0.000159075,0.000159075
127,1477.48,0.46663,0.39403,0.94223,0.8666,0.78791,0.8606,0.69658,0.71807,0.65133,1.1443,0.000153076,0.000153076,0.000153076
128,1489.16,0.45963,0.39128,0.93906,0.88164,0.78328,0.86439,0.70151,0.70948,0.66417,1.14086,0.000147076,0.000147076,0.000147076
129,1500.84,0.4719,0.41246,0.94783,0.85221,0.80072,0.87285,0.70553,0.70857,0.65657,1.14125,0.000141077,0.000141077,0.000141077
130,1512.52,0.44915,0.39256,0.92367,0.8626,0.79424,0.85785,0.69466,0.71453,0.68837,1.15178,0.000135077,0.000135077,0.000135077
131,1524.12,0.4595,0.38813,0.93566,0.82024,0.8369,0.86619,0.69858,0.70021,0.64996,1.14388,0.000129078,0.000129078,0.000129078
132,1535.73,0.46365,0.39529,0.92475,0.85044,0.83303,0.87452,0.69581,0.71667,0.6462,1.1501,0.000123079,0.000123079,0.000123079
133,1547.31,0.44289,0.38206,0.915,0.88332,0.81342,0.87498,0.70121,0.71145,0.65573,1.14059,0.000117079,0.000117079,0.000117079
134,1558.87,0.44356,0.37381,0.92238,0.85416,0.80135,0.8657,0.69652,0.71465,0.6763,1.15142,0.00011108,0.00011108,0.00011108
135,1570.45,0.46401,0.38992,0.92539,0.86766,0.79205,0.85902,0.69436,0.7151,0.69729,1.15744,0.00010508,0.00010508,0.00010508
136,1582.01,0.43678,0.36708,0.91948,0.85221,0.80725,0.86429,0.70584,0.70533,0.68798,1.14537,9.9081e-05,9.9081e-05,9.9081e-05
137,1593.69,0.43278,0.3571,0.92494,0.85492,0.80439,0.86764,0.70738,0.69998,0.68927,1.14053,9.30816e-05,9.30816e-05,9.30816e-05
138,1605.36,0.4448,0.38006,0.91831,0.8781,0.78831,0.86332,0.7059,0.70197,0.68996,1.14178,8.70822e-05,8.70822e-05,8.70822e-05
139,1616.95,0.45087,0.37108,0.91938,0.87076,0.80044,0.8608,0.69637,0.71285,0.68986,1.15495,8.10828e-05,8.10828e-05,8.10828e-05
140,1628.5,0.42949,0.34439,0.91904,0.8616,0.81866,0.86289,0.69822,0.70381,0.66822,1.14596,7.50834e-05,7.50834e-05,7.50834e-05
141,1640.7,0.4002,0.30988,0.90284,0.8683,0.80432,0.85988,0.69815,0.71011,0.65755,1.15105,6.9084e-05,6.9084e-05,6.9084e-05
142,1652.28,0.4084,0.30589,0.89648,0.89435,0.79079,0.85696,0.69493,0.71986,0.66761,1.15925,6.30846e-05,6.30846e-05,6.30846e-05
143,1663.89,0.40222,0.29778,0.90878,0.89205,0.78641,0.86105,0.69987,0.70513,0.67392,1.14707,5.70852e-05,5.70852e-05,5.70852e-05
144,1675.45,0.38342,0.28675,0.89003,0.85806,0.81225,0.86851,0.70808,0.68926,0.65718,1.12775,5.10858e-05,5.10858e-05,5.10858e-05
145,1687.12,0.37025,0.26862,0.8814,0.85538,0.81228,0.86359,0.70313,0.6934,0.65091,1.1323,4.50864e-05,4.50864e-05,4.50864e-05
146,1698.68,0.37067,0.27181,0.88976,0.85277,0.81406,0.86256,0.70462,0.6923,0.64452,1.13231,3.9087e-05,3.9087e-05,3.9087e-05
147,1710.25,0.38436,0.2794,0.89402,0.84665,0.81526,0.86418,0.70404,0.70204,0.65573,1.1401,3.30876e-05,3.30876e-05,3.30876e-05
148,1721.8,0.37024,0.26617,0.88493,0.86692,0.81799,0.86625,0.70355,0.70179,0.66282,1.14245,2.70882e-05,2.70882e-05,2.70882e-05
149,1733.36,0.36675,0.27028,0.87516,0.86472,0.8247,0.86755,0.70512,0.69068,0.65337,1.13548,2.10888e-05,2.10888e-05,2.10888e-05
150,1744.92,0.36965,0.2674,0.878,0.85175,0.82377,0.86601,0.70343,0.68683,0.65411,1.13204,1.50894e-05,1.50894e-05,1.50894e-05
1,19.5304,1.23027,3.55027,1.38168,0.34007,0.32092,0.17873,0.12006,1.46195,4.67449,1.82689,0.000294811,0.000294811,0.000294811
2,31.4351,1.34765,2.71592,1.51286,0.06006,0.40921,0.04646,0.02958,1.85915,inf,3.30882,0.000593865,0.000593865,0.000593865
3,43.1598,1.44974,2.82433,1.57715,0.17823,0.28856,0.03534,0.01583,1.89004,inf,3.85226,0.00088892,0.00088892,0.00088892
4,54.8547,1.31327,2.40422,1.4945,0.06867,0.33079,0.06664,0.03852,1.74619,18.1006,2.92145,0.000891002,0.000891002,0.000891002
5,66.5325,1.33938,2.18064,1.49494,0.28084,0.31932,0.1699,0.11197,1.71995,12.4654,2.84203,0.000885002,0.000885002,0.000885002
6,78.388,1.31392,2.16726,1.49464,0.07775,0.30499,0.08539,0.05016,1.85766,111.125,3.28155,0.000879003,0.000879003,0.000879003
7,90.0411,1.26708,2.13169,1.48277,0.38455,0.33966,0.19168,0.12897,1.5789,4.61317,2.0283,0.000873004,0.000873004,0.000873004
8,101.824,1.25538,2.02264,1.44362,0.40587,0.32175,0.23039,0.15615,1.69456,4.4418,2.1478,0.000867004,0.000867004,0.000867004
9,113.67,1.20965,1.89104,1.4208,0.25187,0.3537,0.21961,0.16056,1.28255,12.4039,1.70974,0.000861005,0.000861005,0.000861005
10,125.385,1.17752,1.78225,1.41333,0.55957,0.3899,0.34631,0.23339,1.39004,3.03493,1.70636,0.000855005,0.000855005,0.000855005
11,137.116,1.14652,1.79683,1.40203,0.52885,0.28499,0.31607,0.20652,1.50201,3.18395,1.79676,0.000849006,0.000849006,0.000849006
12,148.727,1.11346,1.68411,1.35698,0.6928,0.4678,0.47779,0.33174,1.22106,2.48929,1.57795,0.000843007,0.000843007,0.000843007
13,160.422,1.10006,1.60255,1.35522,0.63546,0.39755,0.44281,0.32354,1.21335,2.14074,1.5782,0.000837007,0.000837007,0.000837007
14,172.01,1.09891,1.56533,1.33466,0.74991,0.50478,0.55853,0.39436,1.09965,2.04759,1.47679,0.000831008,0.000831008,0.000831008
15,183.723,1.06226,1.52809,1.33896,0.67355,0.48238,0.49102,0.3407,1.12425,2.19207,1.4796,0.000825008,0.000825008,0.000825008
16,195.309,1.05541,1.49991,1.32986,0.67191,0.46963,0.47546,0.34175,1.15094,2.19792,1.5959,0.000819009,0.000819009,0.000819009
17,206.942,1.03826,1.49844,1.30002,0.65797,0.51957,0.50934,0.37223,1.05034,3.13252,1.43007,0.00081301,0.00081301,0.00081301
18,218.513,0.99905,1.39968,1.28467,0.66746,0.57799,0.56107,0.40705,1.22303,1.70089,1.57726,0.00080701,0.00080701,0.00080701
19,230.241,1.00333,1.3938,1.29692,0.76476,0.51828,0.57271,0.42145,1.02795,1.73605,1.41101,0.000801011,0.000801011,0.000801011
20,241.936,1.04347,1.38095,1.31505,0.6582,0.53108,0.5299,0.38318,1.07071,2.02672,1.42997,0.000795011,0.000795011,0.000795011
21,253.51,0.9953,1.35168,1.2808,0.74811,0.5528,0.59951,0.4415,1.03423,1.55101,1.41256,0.000789012,0.000789012,0.000789012
22,265.193,1.01049,1.32694,1.28916,0.56209,0.47871,0.56959,0.40231,1.15964,1.75013,1.49569,0.000783013,0.000783013,0.000783013
23,276.789,1.00634,1.31016,1.27076,0.73956,0.55298,0.59677,0.43892,1.03715,1.6016,1.41525,0.000777013,0.000777013,0.000777013
24,288.356,0.958,1.25797,1.2393,0.67225,0.5396,0.5743,0.44276,0.98307,1.74108,1.37464,0.000771014,0.000771014,0.000771014
25,300.045,0.92473,1.14363,1.21759,0.84519,0.53711,0.6656,0.50432,0.96381,1.42394,1.36017,0.000765014,0.000765014,0.000765014
26,311.751,0.96299,1.23404,1.253,0.76937,0.56788,0.66214,0.48517,1.03282,1.50341,1.37587,0.000759015,0.000759015,0.000759015
27,323.336,0.90644,1.08021,1.19447,0.7857,0.5657,0.64611,0.46116,1.07469,1.47042,1.4353,0.000753016,0.000753016,0.000753016
28,334.909,0.93128,1.13413,1.22375,0.72158,0.57686,0.62799,0.47267,0.95613,1.55211,1.33646,0.000747016,0.000747016,0.000747016
29,346.48,0.87235,1.08195,1.18689,0.80805,0.57818,0.64069,0.47879,1.00461,1.36276,1.38495,0.000741017,0.000741017,0.000741017
30,358.049,0.88994,1.11326,1.20911,0.63228,0.57747,0.65586,0.48201,1.01566,1.42489,1.38683,0.000735017,0.000735017,0.000735017
31,369.636,0.93997,1.14061,1.23222,0.75944,0.57358,0.63527,0.46453,1.04987,1.40406,1.41682,0.000729018,0.000729018,0.000729018
32,381.198,0.88659,1.05768,1.18515,0.62736,0.60667,0.67186,0.49145,0.99661,1.24847,1.37123,0.000723019,0.000723019,0.000723019
33,392.78,0.87867,1.06348,1.18888,0.66678,0.5872,0.62564,0.46756,1.01376,1.80733,1.37785,0.000717019,0.000717019,0.000717019
34,404.353,0.89306,1.11998,1.22423,0.74891,0.60678,0.66325,0.49488,0.96655,1.36761,1.32844,0.00071102,0.00071102,0.00071102
